product,date,min,max,avg
Fish Fresh(Bachuwa),2024-02-01,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-02-01,260.0,300.0,280.0
Fish Fresh(Mungari),2024-02-01,300.0,320.0,310.0
Tree Tomato,2024-02-01,120.0,130.0,125.0
Tomato Big(Nepali),2024-01-31,60.0,70.0,65.0
Tomato Big(Indian),2024-01-31,70.0,80.0,75.0
Tomato Small(Local),2024-01-31,30.0,40.0,35.0
Tomato Small(Indian),2024-01-31,35.0,40.0,37.5
Tomato Small(Terai),2024-01-31,45.0,55.0,50.0
Potato Red,2024-01-31,28.0,30.0,29.0
Potato Red(Indian),2024-01-31,28.0,30.0,29.0
Onion Dry (Indian),2024-01-31,65.0,70.0,67.0
Carrot(Local),2024-01-31,35.0,40.0,38.33
Carrot(Terai),2024-01-31,25.0,30.0,27.5
Cabbage(Local),2024-01-31,30.0,40.0,35.0
Cabbage,2024-01-31,20.0,30.0,25.0
Cauli Local,2024-01-31,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-31,50.0,60.0,55.0
Cauli Terai,2024-01-31,50.0,60.0,55.0
Raddish Red,2024-01-31,10.0,15.0,13.33
Raddish White(Local),2024-01-31,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-31,15.0,20.0,17.5
Brinjal Long,2024-01-31,70.0,80.0,76.67
Green Peas,2024-01-31,100.0,120.0,110.0
French Bean(Local),2024-01-31,70.0,80.0,76.0
French Bean(Hybrid),2024-01-31,70.0,80.0,76.67
French Bean(Rajma),2024-01-31,120.0,130.0,123.33
Sword Bean,2024-01-31,80.0,90.0,85.0
Bitter Gourd,2024-01-31,120.0,130.0,125.0
Bottle Gourd,2024-01-31,70.0,80.0,76.67
Pointed Gourd(Terai),2024-01-31,250.0,260.0,255.0
Smooth Gourd,2024-01-31,90.0,100.0,96.67
Pumpkin,2024-01-31,45.0,55.0,50.0
Squash(Long),2024-01-31,70.0,80.0,75.0
Squash(Round),2024-01-31,70.0,80.0,75.0
Turnip,2024-01-31,70.0,80.0,76.67
Okara,2024-01-31,120.0,130.0,125.0
Sweet Potato,2024-01-31,70.0,80.0,76.67
Barela,2024-01-31,60.0,70.0,65.0
Arum,2024-01-31,60.0,70.0,66.67
Christophine,2024-01-31,40.0,50.0,46.67
Brd Leaf Mustard,2024-01-31,40.0,50.0,46.67
Spinach Leaf,2024-01-31,90.0,100.0,96.67
Cress Leaf,2024-01-31,90.0,100.0,96.67
Mustard Leaf,2024-01-31,30.0,40.0,36.67
Onion Green,2024-01-31,120.0,130.0,126.67
Bakula,2024-01-31,70.0,80.0,76.67
Yam,2024-01-31,60.0,70.0,65.0
Mushroom(Kanya),2024-01-31,180.0,220.0,200.0
Mushroom(Button),2024-01-31,400.0,450.0,425.0
Asparagus,2024-01-31,1800.0,2000.0,1900.0
Brocauli,2024-01-31,80.0,90.0,86.67
Sugarbeet,2024-01-31,70.0,80.0,76.67
Drumstick,2024-01-31,220.0,240.0,230.0
Red Cabbbage,2024-01-31,50.0,70.0,60.0
Lettuce,2024-01-31,90.0,100.0,96.67
Knolkhol,2024-01-31,50.0,60.0,56.67
Celery,2024-01-31,120.0,150.0,140.0
Parseley,2024-01-31,300.0,350.0,325.0
Fennel Leaf,2024-01-31,90.0,100.0,96.67
Mint,2024-01-31,350.0,400.0,375.0
Turnip A,2024-01-31,70.0,80.0,76.67
Tamarind,2024-01-31,140.0,150.0,146.67
Bamboo Shoot,2024-01-31,90.0,100.0,96.67
Tofu,2024-01-31,150.0,170.0,160.0
Gundruk,2024-01-31,250.0,300.0,275.0
Apple(Fuji),2024-01-31,300.0,350.0,325.0
Banana,2024-01-31,120.0,140.0,130.0
Lime,2024-01-31,200.0,250.0,225.0
Pomegranate,2024-01-31,280.0,300.0,293.33
Grapes(Green),2024-01-31,150.0,180.0,165.0
Grapes(Black),2024-01-31,250.0,300.0,275.0
Orange(Nepali),2024-01-31,120.0,140.0,130.0
Orange(Indian),2024-01-31,110.0,120.0,116.67
Water Melon(Green),2024-01-31,60.0,70.0,66.67
Sweet Orange,2024-01-31,140.0,150.0,146.67
Mandarin,2024-01-31,240.0,250.0,245.0
Pineapple,2024-01-31,150.0,180.0,170.0
Cucumber(Local),2024-01-31,120.0,140.0,130.0
Cucumber(Hybrid),2024-01-31,60.0,70.0,63.33
Jack Fruit,2024-01-31,130.0,140.0,136.67
Lemon,2024-01-31,50.0,60.0,56.67
Pear(Chinese),2024-01-31,220.0,250.0,235.0
Papaya(Nepali),2024-01-31,70.0,80.0,73.33
Papaya(Indian),2024-01-31,80.0,90.0,86.67
Guava,2024-01-31,100.0,120.0,110.0
Mombin,2024-01-31,70.0,80.0,76.67
Kinnow,2024-01-31,70.0,90.0,80.0
Strawberry,2024-01-31,300.0,400.0,350.0
Kiwi,2024-01-31,350.0,450.0,400.0
Avocado,2024-01-31,300.0,350.0,325.0
Amla,2024-01-31,70.0,80.0,76.67
Ginger,2024-01-31,180.0,200.0,190.0
Chilli Dry,2024-01-31,480.0,500.0,493.33
Chilli Green,2024-01-31,80.0,90.0,86.67
Chilli Green(Bullet),2024-01-31,80.0,90.0,86.67
Chilli Green(Machhe),2024-01-31,70.0,80.0,76.67
Capsicum,2024-01-31,80.0,90.0,86.67
Garlic Green,2024-01-31,120.0,130.0,126.67
Coriander Green,2024-01-31,120.0,150.0,135.0
Garlic Dry Chinese,2024-01-31,260.0,280.0,270.0
Clive Dry,2024-01-31,280.0,300.0,290.0
Clive Green,2024-01-31,120.0,150.0,135.0
Fish Fresh(Rahu),2024-01-31,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-01-31,260.0,280.0,270.0
Fish Fresh(Chhadi),2024-01-31,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-31,300.0,320.0,310.0
Tree Tomato,2024-01-31,120.0,150.0,135.0
Tomato Big(Nepali),2024-01-30,60.0,70.0,65.0
Tomato Big(Indian),2024-01-30,70.0,80.0,75.0
Tomato Small(Local),2024-01-30,30.0,35.0,32.5
Tomato Small(Indian),2024-01-30,35.0,45.0,40.0
Tomato Small(Terai),2024-01-30,35.0,45.0,40.0
Potato Red,2024-01-30,28.0,30.0,29.0
Potato Red(Indian),2024-01-30,28.0,30.0,29.0
Onion Dry (Indian),2024-01-30,70.0,75.0,72.5
Carrot(Local),2024-01-30,35.0,40.0,38.0
Carrot(Terai),2024-01-30,25.0,30.0,28.33
Cabbage(Local),2024-01-30,30.0,40.0,35.0
Cabbage,2024-01-30,25.0,35.0,30.0
Cauli Local,2024-01-30,45.0,55.0,50.0
Cauli Local(Jyapu),2024-01-30,60.0,70.0,65.0
Cauli Terai,2024-01-30,40.0,50.0,45.0
Raddish Red,2024-01-30,15.0,20.0,18.33
Raddish White(Local),2024-01-30,15.0,20.0,17.5
Raddish White(Hybrid),2024-01-30,20.0,25.0,22.5
Brinjal Long,2024-01-30,70.0,80.0,76.67
Green Peas,2024-01-30,100.0,120.0,110.0
French Bean(Local),2024-01-30,70.0,80.0,75.0
French Bean(Hybrid),2024-01-30,70.0,80.0,75.0
French Bean(Rajma),2024-01-30,120.0,130.0,126.67
Sword Bean,2024-01-30,70.0,80.0,76.67
Bitter Gourd,2024-01-30,120.0,140.0,127.5
Pointed Gourd(Terai),2024-01-30,250.0,260.0,255.0
Pumpkin,2024-01-30,45.0,55.0,50.0
Squash(Long),2024-01-30,70.0,80.0,75.0
Squash(Round),2024-01-30,70.0,80.0,76.67
Turnip,2024-01-30,70.0,80.0,76.67
Okara,2024-01-30,120.0,130.0,125.0
Sweet Potato,2024-01-30,70.0,80.0,76.67
Barela,2024-01-30,60.0,70.0,65.0
Arum,2024-01-30,60.0,70.0,66.67
Christophine,2024-01-30,50.0,60.0,55.0
Brd Leaf Mustard,2024-01-30,40.0,50.0,43.33
Spinach Leaf,2024-01-30,90.0,100.0,96.67
Cress Leaf,2024-01-30,90.0,100.0,96.67
Mustard Leaf,2024-01-30,30.0,40.0,35.0
Fenugreek Leaf,2024-01-30,90.0,100.0,96.67
Onion Green,2024-01-30,120.0,130.0,126.67
Bakula,2024-01-30,70.0,80.0,76.67
Yam,2024-01-30,60.0,70.0,66.67
Mushroom(Kanya),2024-01-30,160.0,200.0,180.0
Mushroom(Button),2024-01-30,400.0,450.0,425.0
Asparagus,2024-01-30,1800.0,2000.0,1900.0
Brocauli,2024-01-30,90.0,100.0,95.0
Sugarbeet,2024-01-30,70.0,80.0,76.67
Red Cabbbage,2024-01-30,60.0,80.0,70.0
Lettuce,2024-01-30,80.0,90.0,86.67
Knolkhol,2024-01-30,50.0,60.0,56.67
Celery,2024-01-30,80.0,100.0,90.0
Parseley,2024-01-30,220.0,250.0,235.0
Fennel Leaf,2024-01-30,90.0,100.0,95.0
Mint,2024-01-30,300.0,320.0,310.0
Turnip A,2024-01-30,70.0,80.0,76.67
Tamarind,2024-01-30,140.0,150.0,146.67
Bamboo Shoot,2024-01-30,90.0,100.0,96.67
Tofu,2024-01-30,150.0,170.0,160.0
Gundruk,2024-01-30,250.0,300.0,275.0
Apple(Fuji),2024-01-30,300.0,350.0,325.0
Banana,2024-01-30,120.0,140.0,130.0
Lime,2024-01-30,170.0,200.0,188.0
Pomegranate,2024-01-30,280.0,300.0,290.0
Grapes(Green),2024-01-30,150.0,180.0,165.0
Grapes(Black),2024-01-30,250.0,280.0,265.0
Orange(Nepali),2024-01-30,120.0,140.0,130.0
Orange(Indian),2024-01-30,110.0,120.0,115.0
Water Melon(Green),2024-01-30,60.0,70.0,66.67
Sweet Orange,2024-01-30,140.0,150.0,145.0
Mandarin,2024-01-30,250.0,260.0,255.0
Pineapple,2024-01-30,150.0,180.0,165.0
Cucumber(Local),2024-01-30,120.0,140.0,130.0
Cucumber(Hybrid),2024-01-30,50.0,60.0,55.0
Jack Fruit,2024-01-30,120.0,140.0,130.0
Lemon,2024-01-30,50.0,60.0,55.0
Pear(Chinese),2024-01-30,250.0,280.0,265.0
Papaya(Nepali),2024-01-30,60.0,70.0,65.0
Papaya(Indian),2024-01-30,70.0,80.0,75.0
Guava,2024-01-30,100.0,120.0,110.0
Mombin,2024-01-30,80.0,90.0,85.0
Kinnow,2024-01-30,80.0,90.0,83.33
Strawberry,2024-01-30,300.0,350.0,325.0
Kiwi,2024-01-30,350.0,400.0,375.0
Avocado,2024-01-30,300.0,350.0,325.0
Amla,2024-01-30,80.0,90.0,85.0
Ginger,2024-01-30,180.0,200.0,190.0
Chilli Dry,2024-01-30,480.0,500.0,490.0
Chilli Green,2024-01-30,60.0,70.0,66.0
Chilli Green(Bullet),2024-01-30,60.0,70.0,65.0
Chilli Green(Machhe),2024-01-30,60.0,80.0,70.0
Capsicum,2024-01-30,80.0,90.0,85.0
Garlic Green,2024-01-30,120.0,140.0,130.0
Coriander Green,2024-01-30,120.0,150.0,135.0
Garlic Dry Chinese,2024-01-30,250.0,270.0,260.0
Garlic Dry Nepali,2024-01-30,280.0,300.0,290.0
Clive Dry,2024-01-30,280.0,300.0,290.0
Clive Green,2024-01-30,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-30,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-01-30,260.0,280.0,270.0
Fish Fresh(Chhadi),2024-01-30,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-30,300.0,320.0,310.0
Tree Tomato,2024-01-30,120.0,130.0,125.0
Tomato Big(Nepali),2024-01-29,60.0,70.0,65.0
Tomato Big(Indian),2024-01-29,70.0,80.0,75.0
Tomato Small(Local),2024-01-29,30.0,40.0,35.0
Tomato Small(Terai),2024-01-29,35.0,45.0,40.0
Potato Red,2024-01-29,30.0,32.0,31.0
Potato Red(Indian),2024-01-29,28.0,30.0,29.0
Onion Dry (Indian),2024-01-29,70.0,75.0,72.5
Carrot(Local),2024-01-29,35.0,40.0,38.33
Carrot(Terai),2024-01-29,20.0,30.0,25.0
Cabbage(Local),2024-01-29,30.0,40.0,35.0
Cabbage,2024-01-29,20.0,30.0,25.0
Cauli Local,2024-01-29,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-29,50.0,60.0,55.0
Cauli Terai,2024-01-29,35.0,45.0,40.0
Raddish Red,2024-01-29,15.0,20.0,18.33
Raddish White(Local),2024-01-29,15.0,20.0,17.5
Raddish White(Hybrid),2024-01-29,20.0,25.0,23.33
Brinjal Long,2024-01-29,70.0,80.0,76.67
Green Peas,2024-01-29,90.0,100.0,95.0
French Bean(Local),2024-01-29,70.0,80.0,76.0
French Bean(Hybrid),2024-01-29,70.0,80.0,75.0
French Bean(Rajma),2024-01-29,120.0,140.0,130.0
Sword Bean,2024-01-29,60.0,70.0,66.67
Bitter Gourd,2024-01-29,130.0,150.0,140.0
Bottle Gourd,2024-01-29,60.0,70.0,65.0
Pointed Gourd(Terai),2024-01-29,250.0,260.0,256.67
Smooth Gourd,2024-01-29,70.0,80.0,76.67
Pumpkin,2024-01-29,35.0,45.0,40.0
Squash(Long),2024-01-29,60.0,70.0,66.67
Squash(Round),2024-01-29,60.0,70.0,65.0
Turnip,2024-01-29,70.0,80.0,76.67
Okara,2024-01-29,120.0,130.0,125.0
Sweet Potato,2024-01-29,70.0,80.0,76.67
Barela,2024-01-29,60.0,70.0,66.67
Arum,2024-01-29,60.0,70.0,66.67
Christophine,2024-01-29,50.0,60.0,55.0
Brd Leaf Mustard,2024-01-29,50.0,60.0,56.67
Spinach Leaf,2024-01-29,90.0,100.0,96.67
Cress Leaf,2024-01-29,90.0,100.0,96.67
Mustard Leaf,2024-01-29,40.0,50.0,46.67
Fenugreek Leaf,2024-01-29,90.0,100.0,96.67
Onion Green,2024-01-29,120.0,130.0,126.67
Bakula,2024-01-29,70.0,80.0,76.67
Yam,2024-01-29,60.0,70.0,66.67
Mushroom(Kanya),2024-01-29,160.0,200.0,180.0
Mushroom(Button),2024-01-29,370.0,430.0,402.0
Brocauli,2024-01-29,90.0,100.0,96.67
Sugarbeet,2024-01-29,70.0,80.0,76.67
Drumstick,2024-01-29,220.0,250.0,235.0
Red Cabbbage,2024-01-29,50.0,70.0,60.0
Lettuce,2024-01-29,90.0,100.0,96.67
Knolkhol,2024-01-29,50.0,60.0,56.67
Celery,2024-01-29,100.0,120.0,110.0
Parseley,2024-01-29,250.0,280.0,265.0
Fennel Leaf,2024-01-29,90.0,100.0,95.0
Mint,2024-01-29,320.0,350.0,335.0
Turnip A,2024-01-29,70.0,80.0,76.67
Tamarind,2024-01-29,140.0,150.0,146.67
Bamboo Shoot,2024-01-29,90.0,100.0,96.67
Tofu,2024-01-29,150.0,170.0,160.0
Gundruk,2024-01-29,250.0,300.0,275.0
Apple(Fuji),2024-01-29,300.0,330.0,315.0
Banana,2024-01-29,120.0,140.0,130.0
Lime,2024-01-29,180.0,220.0,200.0
Pomegranate,2024-01-29,250.0,300.0,275.0
Grapes(Green),2024-01-29,150.0,180.0,165.0
Grapes(Black),2024-01-29,250.0,280.0,265.0
Orange(Nepali),2024-01-29,120.0,140.0,130.0
Water Melon(Green),2024-01-29,60.0,70.0,66.67
Sweet Orange,2024-01-29,140.0,150.0,146.67
Mandarin,2024-01-29,220.0,250.0,235.0
Pineapple,2024-01-29,150.0,180.0,165.0
Cucumber(Local),2024-01-29,120.0,140.0,130.0
Cucumber(Hybrid),2024-01-29,50.0,60.0,55.0
Jack Fruit,2024-01-29,120.0,130.0,125.0
Lemon,2024-01-29,50.0,60.0,55.0
Pear(Chinese),2024-01-29,220.0,250.0,235.0
Papaya(Nepali),2024-01-29,60.0,70.0,66.67
Papaya(Indian),2024-01-29,70.0,80.0,76.67
Guava,2024-01-29,100.0,120.0,110.0
Mombin,2024-01-29,80.0,90.0,86.67
Kinnow,2024-01-29,80.0,90.0,85.0
Strawberry,2024-01-29,300.0,400.0,350.0
Kiwi,2024-01-29,300.0,400.0,350.0
Sarifa,2024-01-29,300.0,350.0,325.0
Avocado,2024-01-29,250.0,300.0,275.0
Amla,2024-01-29,70.0,80.0,76.67
Ginger,2024-01-29,180.0,200.0,190.0
Chilli Dry,2024-01-29,480.0,500.0,490.0
Chilli Green,2024-01-29,80.0,90.0,86.67
Chilli Green(Bullet),2024-01-29,80.0,90.0,86.67
Chilli Green(Machhe),2024-01-29,60.0,70.0,66.67
Capsicum,2024-01-29,70.0,80.0,75.0
Garlic Green,2024-01-29,120.0,130.0,126.67
Coriander Green,2024-01-29,100.0,120.0,110.0
Garlic Dry Chinese,2024-01-29,250.0,260.0,255.0
Garlic Dry Nepali,2024-01-29,260.0,280.0,270.0
Clive Dry,2024-01-29,280.0,300.0,290.0
Clive Green,2024-01-29,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-29,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-01-29,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-29,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-29,300.0,320.0,310.0
Tree Tomato,2024-01-29,120.0,130.0,125.0
Tomato Big(Nepali),2024-01-28,60.0,70.0,65.0
Tomato Big(Indian),2024-01-28,60.0,70.0,65.0
Tomato Small(Local),2024-01-28,30.0,40.0,35.0
Tomato Small(Tunnel),2024-01-28,30.0,40.0,35.0
Tomato Small(Indian),2024-01-28,30.0,35.0,32.5
Tomato Small(Terai),2024-01-28,35.0,45.0,41.0
Potato Red,2024-01-28,30.0,33.0,31.5
Potato Red(Indian),2024-01-28,28.0,30.0,29.0
Onion Dry (Indian),2024-01-28,70.0,80.0,75.0
Carrot(Local),2024-01-28,35.0,40.0,37.5
Carrot(Terai),2024-01-28,20.0,30.0,25.0
Cabbage(Local),2024-01-28,30.0,40.0,35.0
Cabbage(Terai),2024-01-28,20.0,30.0,25.0
Cauli Local,2024-01-28,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-28,50.0,60.0,55.0
Cauli Terai,2024-01-28,40.0,45.0,42.5
Raddish Red,2024-01-28,15.0,20.0,18.33
Raddish White(Local),2024-01-28,10.0,15.0,13.33
Raddish White(Hybrid),2024-01-28,15.0,20.0,18.33
Brinjal Long,2024-01-28,70.0,80.0,75.0
Green Peas,2024-01-28,90.0,100.0,95.0
French Bean(Local),2024-01-28,60.0,70.0,65.0
French Bean(Hybrid),2024-01-28,60.0,70.0,65.0
French Bean(Rajma),2024-01-28,120.0,130.0,125.0
Sword Bean,2024-01-28,50.0,60.0,56.67
Bitter Gourd,2024-01-28,120.0,130.0,125.0
Bottle Gourd,2024-01-28,60.0,70.0,66.67
Pointed Gourd(Terai),2024-01-28,260.0,280.0,270.0
Smooth Gourd,2024-01-28,70.0,80.0,76.67
Pumpkin,2024-01-28,45.0,50.0,48.33
Squash(Long),2024-01-28,60.0,70.0,66.67
Squash(Round),2024-01-28,60.0,70.0,65.0
Turnip,2024-01-28,70.0,80.0,76.67
Okara,2024-01-28,120.0,130.0,126.67
Sweet Potato,2024-01-28,70.0,80.0,76.67
Barela,2024-01-28,50.0,60.0,56.67
Arum,2024-01-28,60.0,70.0,66.67
Christophine,2024-01-28,50.0,60.0,55.0
Brd Leaf Mustard,2024-01-28,40.0,50.0,46.67
Spinach Leaf,2024-01-28,90.0,100.0,96.67
Cress Leaf,2024-01-28,90.0,100.0,96.67
Mustard Leaf,2024-01-28,40.0,50.0,46.67
Fenugreek Leaf,2024-01-28,90.0,100.0,96.67
Onion Green,2024-01-28,100.0,120.0,110.0
Bakula,2024-01-28,80.0,90.0,85.0
Yam,2024-01-28,60.0,70.0,65.0
Mushroom(Kanya),2024-01-28,150.0,180.0,165.0
Mushroom(Button),2024-01-28,350.0,400.0,375.0
Asparagus,2024-01-28,1800.0,2000.0,1900.0
Brocauli,2024-01-28,80.0,90.0,85.0
Sugarbeet,2024-01-28,70.0,80.0,76.67
Drumstick,2024-01-28,220.0,250.0,235.0
Red Cabbbage,2024-01-28,50.0,70.0,60.0
Lettuce,2024-01-28,80.0,90.0,86.67
Knolkhol,2024-01-28,50.0,60.0,56.67
Celery,2024-01-28,100.0,120.0,113.33
Parseley,2024-01-28,220.0,250.0,235.0
Fennel Leaf,2024-01-28,90.0,100.0,95.0
Mint,2024-01-28,320.0,350.0,335.0
Turnip A,2024-01-28,70.0,80.0,76.67
Tamarind,2024-01-28,140.0,150.0,146.67
Bamboo Shoot,2024-01-28,90.0,100.0,96.67
Tofu,2024-01-28,150.0,170.0,160.0
Gundruk,2024-01-28,250.0,300.0,275.0
Apple(Fuji),2024-01-28,300.0,330.0,315.0
Banana,2024-01-28,120.0,140.0,130.0
Lime,2024-01-28,200.0,250.0,225.0
Pomegranate,2024-01-28,250.0,300.0,275.0
Grapes(Green),2024-01-28,150.0,180.0,165.0
Grapes(Black),2024-01-28,250.0,300.0,275.0
Orange(Nepali),2024-01-28,120.0,140.0,130.0
Water Melon(Green),2024-01-28,60.0,70.0,66.67
Sweet Orange,2024-01-28,140.0,150.0,145.0
Mandarin,2024-01-28,220.0,250.0,235.0
Pineapple,2024-01-28,150.0,180.0,165.0
Cucumber(Local),2024-01-28,120.0,140.0,130.0
Cucumber(Hybrid),2024-01-28,50.0,60.0,55.0
Jack Fruit,2024-01-28,110.0,130.0,120.0
Lemon,2024-01-28,50.0,60.0,56.67
Pear(Chinese),2024-01-28,220.0,250.0,235.0
Papaya(Nepali),2024-01-28,60.0,70.0,65.0
Papaya(Indian),2024-01-28,70.0,80.0,75.0
Guava,2024-01-28,100.0,120.0,110.0
Mombin,2024-01-28,80.0,90.0,85.0
Kinnow,2024-01-28,80.0,100.0,90.0
Strawberry,2024-01-28,300.0,400.0,350.0
Kiwi,2024-01-28,300.0,400.0,350.0
Sarifa,2024-01-28,250.0,300.0,275.0
Avocado,2024-01-28,250.0,300.0,275.0
Amla,2024-01-28,70.0,80.0,76.67
Ginger,2024-01-28,180.0,200.0,190.0
Chilli Dry,2024-01-28,480.0,500.0,490.0
Chilli Green,2024-01-28,80.0,90.0,86.67
Chilli Green(Bullet),2024-01-28,90.0,100.0,96.67
Chilli Green(Machhe),2024-01-28,70.0,80.0,76.67
Capsicum,2024-01-28,80.0,90.0,86.67
Garlic Green,2024-01-28,120.0,130.0,125.0
Coriander Green,2024-01-28,100.0,120.0,110.0
Garlic Dry Chinese,2024-01-28,250.0,260.0,256.67
Garlic Dry Nepali,2024-01-28,260.0,280.0,270.0
Clive Dry,2024-01-28,280.0,300.0,290.0
Clive Green,2024-01-28,100.0,120.0,110.0
Fish Fresh(Rahu),2024-01-28,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-01-28,260.0,270.0,265.0
Fish Fresh(Chhadi),2024-01-28,240.0,280.0,260.0
Fish Fresh(Mungari),2024-01-28,300.0,320.0,310.0
Tree Tomato,2024-01-28,120.0,130.0,126.67
Tomato Big(Nepali),2024-01-27,50.0,60.0,55.0
Tomato Big(Indian),2024-01-27,60.0,70.0,65.0
Tomato Small(Local),2024-01-27,18.0,25.0,20.75
Tomato Small(Tunnel),2024-01-27,18.0,28.0,23.67
Tomato Small(Terai),2024-01-27,35.0,45.0,40.0
Potato Red,2024-01-27,30.0,33.0,31.6
Potato Red(Indian),2024-01-27,28.0,30.0,29.0
Potato White,2024-01-27,22.0,23.0,22.5
Onion Dry (Indian),2024-01-27,75.0,80.0,77.0
Carrot(Local),2024-01-27,35.0,40.0,38.0
Carrot(Terai),2024-01-27,20.0,30.0,25.0
Cabbage(Local),2024-01-27,30.0,40.0,35.0
Cabbage(Terai),2024-01-27,20.0,30.0,25.0
Cauli Local,2024-01-27,40.0,50.0,45.0
Cauli Local(Jyapu),2024-01-27,50.0,60.0,55.0
Cauli Terai,2024-01-27,35.0,45.0,40.0
Raddish Red,2024-01-27,15.0,20.0,17.5
Raddish White(Local),2024-01-27,10.0,15.0,12.5
Raddish White(Hybrid),2024-01-27,15.0,20.0,17.5
Brinjal Long,2024-01-27,70.0,80.0,76.67
Brinjal Round,2024-01-27,70.0,80.0,75.0
Green Peas,2024-01-27,80.0,90.0,85.0
French Bean(Local),2024-01-27,50.0,60.0,55.0
French Bean(Hybrid),2024-01-27,50.0,60.0,55.0
French Bean(Rajma),2024-01-27,120.0,130.0,125.0
Sword Bean,2024-01-27,50.0,60.0,56.67
Bitter Gourd,2024-01-27,110.0,120.0,115.0
Bottle Gourd,2024-01-27,50.0,60.0,56.67
Smooth Gourd,2024-01-27,70.0,80.0,76.67
Pumpkin,2024-01-27,45.0,55.0,50.0
Squash(Long),2024-01-27,50.0,60.0,56.67
Squash(Round),2024-01-27,50.0,60.0,55.0
Turnip,2024-01-27,70.0,80.0,76.67
Okara,2024-01-27,120.0,130.0,125.0
Sweet Potato,2024-01-27,70.0,80.0,76.67
Barela,2024-01-27,40.0,50.0,46.67
Arum,2024-01-27,60.0,70.0,66.67
Christophine,2024-01-27,40.0,50.0,45.0
Brd Leaf Mustard,2024-01-27,40.0,50.0,45.0
Spinach Leaf,2024-01-27,90.0,100.0,96.67
Cress Leaf,2024-01-27,90.0,100.0,96.67
Mustard Leaf,2024-01-27,40.0,50.0,46.67
Fenugreek Leaf,2024-01-27,90.0,100.0,96.67
Onion Green,2024-01-27,110.0,120.0,116.67
Bakula,2024-01-27,60.0,70.0,65.0
Yam,2024-01-27,70.0,80.0,76.67
Mushroom(Kanya),2024-01-27,150.0,180.0,164.0
Mushroom(Button),2024-01-27,350.0,400.0,375.0
Asparagus,2024-01-27,1800.0,2000.0,1900.0
Brocauli,2024-01-27,50.0,60.0,55.0
Sugarbeet,2024-01-27,70.0,80.0,76.67
Drumstick,2024-01-27,220.0,250.0,235.0
Red Cabbbage,2024-01-27,50.0,70.0,60.0
Lettuce,2024-01-27,80.0,90.0,86.67
Knolkhol,2024-01-27,50.0,60.0,56.67
Celery,2024-01-27,100.0,120.0,113.33
Parseley,2024-01-27,220.0,250.0,235.0
Fennel Leaf,2024-01-27,90.0,100.0,96.67
Mint,2024-01-27,320.0,350.0,335.0
Turnip A,2024-01-27,70.0,80.0,76.67
Tamarind,2024-01-27,140.0,150.0,146.67
Bamboo Shoot,2024-01-27,90.0,100.0,96.67
Tofu,2024-01-27,150.0,170.0,160.0
Gundruk,2024-01-27,250.0,300.0,275.0
Apple(Fuji),2024-01-27,300.0,330.0,315.0
Banana,2024-01-27,120.0,140.0,130.0
Lime,2024-01-27,200.0,250.0,225.0
Pomegranate,2024-01-27,250.0,300.0,275.0
Grapes(Green),2024-01-27,150.0,180.0,165.0
Grapes(Black),2024-01-27,250.0,280.0,265.0
Orange(Nepali),2024-01-27,120.0,140.0,128.0
Water Melon(Green),2024-01-27,60.0,70.0,66.67
Sweet Orange,2024-01-27,140.0,150.0,146.67
Mandarin,2024-01-27,220.0,250.0,235.0
Pineapple,2024-01-27,150.0,180.0,165.0
Cucumber(Local),2024-01-27,120.0,130.0,125.0
Cucumber(Hybrid),2024-01-27,50.0,60.0,55.0
Jack Fruit,2024-01-27,110.0,130.0,120.0
Lemon,2024-01-27,50.0,60.0,56.67
Pear(Chinese),2024-01-27,220.0,250.0,235.0
Papaya(Nepali),2024-01-27,60.0,70.0,65.0
Papaya(Indian),2024-01-27,70.0,80.0,76.67
Guava,2024-01-27,100.0,120.0,110.0
Mombin,2024-01-27,70.0,80.0,75.0
Kinnow,2024-01-27,80.0,100.0,90.0
Strawberry,2024-01-27,300.0,400.0,350.0
Kiwi,2024-01-27,300.0,400.0,350.0
Sarifa,2024-01-27,250.0,300.0,275.0
Avocado,2024-01-27,250.0,300.0,275.0
Amla,2024-01-27,70.0,80.0,76.67
Ginger,2024-01-27,180.0,200.0,190.0
Chilli Dry,2024-01-27,480.0,500.0,490.0
Chilli Green,2024-01-27,70.0,80.0,75.0
Chilli Green(Bullet),2024-01-27,80.0,90.0,86.67
Chilli Green(Machhe),2024-01-27,60.0,70.0,65.0
Capsicum,2024-01-27,80.0,90.0,85.0
